name	clade	group
icCarProb_ENA|OY728580|OY728580.1_001153.1	Invertebrates	H3
icCetAura_ENA|OX421888|OX421888.1_001304.1	Invertebrates	H3
icCetAura_ENA|OX421890|OX421890.1_000800.1	Invertebrates	H3
icChrOric1_chr_3_001627.1	Invertebrates	H3
icChrOric1_chr_12_000001.1	Invertebrates	H3
icChrOric1_chr_12_000005.1	Invertebrates	H3
icCocSept1_chr_7_000337.1	Invertebrates	H3
icHalSede1_chr_6_001671.1	Invertebrates	H3
icHalSede1_SUPER_X_u1_000068.1	Invertebrates	H3
icHarAxyr1_chr_2_002898.1	Invertebrates	H3
icHarAxyr1_chr_6_001740.1	Invertebrates	H3
icHarAxyr1_chr_6_001739.1	Invertebrates	H3
icLeiSpin1_chr_6_000117.1	Invertebrates	H3
icLeiSpin1_chr_8_000639.1	Invertebrates	H3
icLeiSpin1_scf_29_000015.1	Invertebrates	H3
icLepMacu1_chr_2_003282.1	Invertebrates	H3
icLepMacu1_chr_6_000620.1	Invertebrates	H3
icLepMacu1_chr_6_000621.1	Invertebrates	H3
icMalBipu1_chr_6_000329.1	Invertebrates	H3
icMelMelo1_chunk2_chr_8_001449.1	Invertebrates	H3
icNebBrev1_chr_1_000963.1	Invertebrates	H3
icNebBrev1_chr_1_000961.1	Invertebrates	H3
icNebBrev1_chr_1_000960.1	Invertebrates	H3
icNebSali1_chr_6_000713.1	Invertebrates	H3
icNicInve_ENA|OY735143|OY735143.1_002392.1	Invertebrates	H3
icNicInve_ENA|CAUOPU010000055|CAUOPU010000055.1_000026.1	Invertebrates	H3
icNicInve_ENA|CAUOPU010000109|CAUOPU010000109.1_000001.1	Invertebrates	H3
icOcyOlen1_chr_16_001042.1	Invertebrates	H3
icOcyOlen1_SUPER_18_u2_000019.1	Invertebrates	H3
icOcyOlen1_SUPER_18_u2_000016.1	Invertebrates	H3
icOphArdo1_chr_13_000267.1	Invertebrates	H3
icOphArdo1_chr_13_000269.1	Invertebrates	H3
icOphArdo1_chr_13_000271.1	Invertebrates	H3
icPhiCogn1_chr_3_003110.1	Invertebrates	H3
icPhiCogn1_chr_3_003108.1	Invertebrates	H3
icPhiCogn1_chr_3_003106.1	Invertebrates	H3
icPodAlpi1_chr_2_004264.1	Invertebrates	H3
icPodAlpi1_chr_2_004105.1	Invertebrates	H3
icPodAlpi1_chr_2_004103.1	Invertebrates	H3
icPolCerv1_chr_6_000594.1	Invertebrates	H3
icPolCerv1_chr_7_000401.1	Invertebrates	H3
icPteMadi1_chr_6_000368.1	Invertebrates	H3
icPteMadi1_chr_12_000377.1	Invertebrates	H3
icPteMadi1_chr_12_000379.1	Invertebrates	H3
icPyrSerr1_chr_4_000701.1	Invertebrates	H3
icPyrSerr1_scf_12_000010.1	Invertebrates	H3
icQueLate_ENA|OZ202129|OZ202129.1_000292.1	Invertebrates	H3
icQueLate_ENA|CAYEUU010000062|CAYEUU010000062.1_000001.1	Invertebrates	H3
icQueLate_ENA|CAYEUU010000086|CAYEUU010000086.1_000058.1	Invertebrates	H3
icRhaFulv1_chr_1_000689.1	Invertebrates	H3
icRhaFulv1_chr_1_000691.1	Invertebrates	H3
icRhaFulv1_chr_1_000693.1	Invertebrates	H3
icScaQuad_ENA|OZ259505|OZ259505.1_000181.1	Invertebrates	H3
icScaQuad_ENA|OZ259514|OZ259514.1_000004.1	Invertebrates	H3
icSilAtra2_chr_2_000121.1	Invertebrates	H3
icSilAtra2_chr_14_000089.1	Invertebrates	H3
icSilAtra2_chr_14_000091.1	Invertebrates	H3
igLabMino_ENA|OY720344|OY720344.1_001259.1	Invertebrates	H3
igLabMino_ENA|OY720344|OY720344.1_002439.1	Invertebrates	H3
igLabMino_ENA|OY720344|OY720344.1_002434.1	Invertebrates	H3
idAcrOrbc_ENA|OX375757|OX375757.1_000464.1	Invertebrates	H3
idAcrOrbc_ENA|OX375757|OX375757.1_000465.1	Invertebrates	H3
idAcrOrbc_ENA|OX375757|OX375757.1_000467.1	Invertebrates	H3
idAntAnth_ENA|OZ020117|OZ020117.1_002469.1	Invertebrates	H3
idAntAnth_ENA|OZ020117|OZ020117.1_002472.1	Invertebrates	H3
idAntAnth_ENA|OZ020117|OZ020117.1_002475.1	Invertebrates	H3
idAthIbis_ENA|OY282605|OY282605.2_000825.1	Invertebrates	H3
idAthIbis_ENA|OY282605|OY282605.2_000827.1	Invertebrates	H3
idAthIbis_ENA|OY282605|OY282605.2_000832.1	Invertebrates	H3
idBelPand1_chr_2_002226.1	Invertebrates	H3
idBelPand1_chr_4_000651.1	Invertebrates	H3
idBelPand1_chr_4_002502.1	Invertebrates	H3
idBibMarc1_chr_1_004419.1	Invertebrates	H3
idBibMarc1_chr_1_004417.1	Invertebrates	H3
idBibMarc1_chr_1_004415.1	Invertebrates	H3
idBomDisc1_chr_2_000829.1	Invertebrates	H3
idBomDisc1_chr_2_000831.1	Invertebrates	H3
idBomDisc1_chr_2_000833.1	Invertebrates	H3
idCluTigr1_chr_1_005557.1	Invertebrates	H3
idCluTigr1_chr_1_005554.1	Invertebrates	H3
idCluTigr1_chr_1_005551.1	Invertebrates	H3
idEpiSucc1_chr_2_000877.1	Invertebrates	H3
idEpiSucc1_chr_2_000880.1	Invertebrates	H3
idEpiSucc1_chr_2_000883.1	Invertebrates	H3
idGymRotn1_chr_5_003164.1	Invertebrates	H3
idGymRotn1_chr_5_003162.1	Invertebrates	H3
idGymRotn1_chr_5_003159.1	Invertebrates	H3
idHydCyrt_ENA|OY282513|OY282513.1_001086.1	Invertebrates	H3
idHydCyrt_ENA|OY282514|OY282514.1_002396.1	Invertebrates	H3
idHydCyrt_ENA|OY282514|OY282514.1_002393.1	Invertebrates	H3
idMacAtri3_chr_2_000504.1	Invertebrates	H3
idMacAtri3_chr_2_000509.1	Invertebrates	H3
idMacAtri3_chr_2_000514.1	Invertebrates	H3
idMelRora_ENA|OY757188|OY757188.1_000264.1	Invertebrates	H3
idMelRora_ENA|OY757188|OY757188.1_000267.1	Invertebrates	H3
idMelRora_ENA|OY757188|OY757188.1_000270.1	Invertebrates	H3
idNepFlae1_chr_1_001393.1	Invertebrates	H3
idNepFlae1_chr_1_001395.1	Invertebrates	H3
idNepFlae1_chr_1_001398.1	Invertebrates	H3
idPamGerm_ENA|OZ271770|OZ271770.1_002486.1	Invertebrates	H3
idPamGerm_ENA|OZ271771|OZ271771.1_002625.1	Invertebrates	H3
idPamGerm_ENA|OZ271771|OZ271771.1_002624.1	Invertebrates	H3
idPheCory1_chr_4_003431.1	Invertebrates	H3
idPheCory1_chr_5_003833.1	Invertebrates	H3
idPheCory1_chr_5_003830.1	Invertebrates	H3
idPhyMeln1_chr_2_001555.1	Invertebrates	H3
idPhyMeln1_chr_3_002750.1	Invertebrates	H3
idPhyMeln1_chr_3_000744.1	Invertebrates	H3
idPolAmen1_chr_2_000350.1	Invertebrates	H3
idPolAmen1_chr_2_000353.1	Invertebrates	H3
idPolAmen1_chr_2_000356.1	Invertebrates	H3
idProAzur1_chr_2_000377.1	Invertebrates	H3
idProAzur1_chr_2_000380.1	Invertebrates	H3
idProAzur1_chr_2_000383.1	Invertebrates	H3
idSarRose1_chr_2_002126.1	Invertebrates	H3
idSarRose1_chr_3_002130.1	Invertebrates	H3
idSarRose1_chr_3_002127.1	Invertebrates	H3
idSicFerr1_chr_1_001704.1	Invertebrates	H3
idSicFerr1_chr_1_001689.1	Invertebrates	H3
idSicFerr1_chr_1_001670.1	Invertebrates	H3
idSphTaen1_chr_1_012545.1	Invertebrates	H3
idSphTaen1_chr_1_005699.1	Invertebrates	H3
idSphTaen1_chr_1_005702.1	Invertebrates	H3
idStoLuna1_chr_2_003349.1	Invertebrates	H3
idStoLuna1_chr_2_003346.1	Invertebrates	H3
idStoLuna1_chr_2_003343.1	Invertebrates	H3
idSyrPipi1_chr_1_000558.1	Invertebrates	H3
idSyrPipi1_chr_1_000561.1	Invertebrates	H3
idSyrPipi1_chr_1_000564.1	Invertebrates	H3
idTacFera2_chr_3_001033.1	Invertebrates	H3
idTacFera2_chr_3_001036.1	Invertebrates	H3
idTacFera2_chr_3_001039.1	Invertebrates	H3
ieCloDipt_ENA|OX451259|OX451259.1_004226.1	Invertebrates	H3
ieCloDipt_ENA|OX451261|OX451261.1_002857.1	Invertebrates	H3
ieCloDipt_ENA|OX451261|OX451261.1_001826.1	Invertebrates	H3
ieEcdTorr_ENA|OX439130|OX439130.1_000671.1	Invertebrates	H3
ieProBifi_ENA|OZ259029|OZ259029.1_002430.1	Invertebrates	H3
ieProBifi_ENA|OZ259030|OZ259030.1_000828.1	Invertebrates	H3
ieProBifi_ENA|OZ259031|OZ259031.1_000001.1	Invertebrates	H3
ieSipAlte_ENA|OX463778|OX463778.1_002708.1	Invertebrates	H3
ieSipAlte_ENA|OX463778|OX463778.1_002707.1	Invertebrates	H3
ieSipAlte_ENA|OX463778|OX463778.1_002706.1	Invertebrates	H3
ihAcaHaem1_chr_2_003482.1	Invertebrates	H3
ihAcaHaem1_chr_2_002079.1	Invertebrates	H3
ihAelAcum1_chr_1_001499.1	Invertebrates	H3
ihAelAcum1_chr_2_002206.1	Invertebrates	H3
ihAelAcum1_chr_2_001291.1	Invertebrates	H3
ihIcePurc2_SUPER_2_005474.1	Invertebrates	H3
ihIcePurc2_SUPER_2_004887.1	Invertebrates	H3
iyAbiCand_ENA|OZ125708|OZ125708.1_000563.1	Invertebrates	H3
iyAbiCand_ENA|OZ125708|OZ125708.1_000469.1	Invertebrates	H3
iyAbiCand_ENA|OZ125709|OZ125709.1_000530.1	Invertebrates	H3
iyAmbArma2_chr_6_000938.1	Invertebrates	H3
iyAmbArma2_chr_6_000112.1	Invertebrates	H3
iyAmbArma2_chr_7_000014.1	Invertebrates	H3
iyAncNigr1_chr_4_001065.1	Invertebrates	H3
iyAncNigr1_chr_4_001064.1	Invertebrates	H3
iyAncNigr1_chr_5_000166.1	Invertebrates	H3
iyAndDors1_chr_1_002979.1	Invertebrates	H3
iyAndDors1_chr_1_002978.1	Invertebrates	H3
iyAndDors1_chr_3_002897.1	Invertebrates	H3
iyAnoNige1_chr_2_000269.1	Invertebrates	H3
iyAnoNige1_chr_14_000177.1	Invertebrates	H3
iyAnoNige1_chr_14_000178.1	Invertebrates	H3
iyApaInim_ENA|OZ239992|OZ239992.1_001788.1	Invertebrates	H3
iyApaInim_ENA|OZ239998|OZ239998.1_001244.1	Invertebrates	H3
iyApaInim_ENA|OZ239998|OZ239998.1_000935.1	Invertebrates	H3
iyAthRosa1_chr_1_000833.1	Invertebrates	H3
iyAthRosa1_chr_2_002407.1	Invertebrates	H3
iyAthRosa1_chr_4_000933.1	Invertebrates	H3
iyBomHypn1_chr_6_000499.1	Invertebrates	H3
iyBomHypn1_chr_6_000500.1	Invertebrates	H3
iyBomHypn1_chr_10_000058.1	Invertebrates	H3
iyBuaLabo1_chr_3_000237.1	Invertebrates	H3
iyBuaLabo1_chr_5_000852.1	Invertebrates	H3
iyBuaLabo1_chr_5_000849.1	Invertebrates	H3
iyCerRyby1_chr_13_000764.1	Invertebrates	H3
iyCerRyby1_chr_13_000763.1	Invertebrates	H3
iyCoeConi_ENA|OX392450|OX392450.1_000274.1	Invertebrates	H3
iyCoeConi_ENA|OX392450|OX392450.1_000275.1	Invertebrates	H3
iyCoeConi_ENA|OX392457|OX392457.1_000420.1	Invertebrates	H3
iyEctCont1_chr_10_000252.1	Invertebrates	H3
iyEctCont1_chr_10_000253.1	Invertebrates	H3
iyLasVill_ENA|OZ020498|OZ020498.1_001092.1	Invertebrates	H3
iyLasVill_ENA|OZ020498|OZ020498.1_001088.1	Invertebrates	H3
iyLasVill_ENA|OZ020503|OZ020503.1_000800.1	Invertebrates	H3
iyMacAlbo_ENA|OX451206|OX451206.1_000103.1	Invertebrates	H3
iyMacAlbo_ENA|OX451206|OX451206.1_000105.1	Invertebrates	H3
iyMacAlbo_ENA|OX451206|OX451206.1_003136.1	Invertebrates	H3
iyMacEuro1_chr_2_000390.1	Invertebrates	H3
iyMacEuro1_chr_2_000391.1	Invertebrates	H3
iyMacEuro1_chr_3_001293.1	Invertebrates	H3
iyMimDahl1_chr_5_000224.1	Invertebrates	H3
iyMimDahl1_chr_5_000225.1	Invertebrates	H3
iyMimDahl1_chr_10_000083.1	Invertebrates	H3
iyNomFabr1_chr_3_000825.1	Invertebrates	H3
iyNomFabr1_chr_3_000758.1	Invertebrates	H3
iyNomFabr1_chr_3_000239.1	Invertebrates	H3
iyNysSpin1_chr_4_000120.1	Invertebrates	H3
iyNysSpin1_chr_9_000078.1	Invertebrates	H3
iyNysSpin1_chr_9_000079.1	Invertebrates	H3
iyOphLute1_chr_2_000962.1	Invertebrates	H3
iyOphLute1_chr_2_000963.1	Invertebrates	H3
iyPemLugu_ENA|OW121817|OW121817.1_000657.1	Invertebrates	H3
iyPemLugu_ENA|OW121817|OW121817.1_000659.1	Invertebrates	H3
iyPemLugu_ENA|OW121819|OW121819.1_001019.1	Invertebrates	H3
iyPriPert_ENA|OZ012646|OZ012646.1_000782.1	Invertebrates	H3
iyPriPert_ENA|OZ012646|OZ012646.1_000779.1	Invertebrates	H3
iyPriPert_ENA|OZ012647|OZ012647.1_000190.1	Invertebrates	H3
iyRhoChlo1_chr_1_003151.1	Invertebrates	H3
iyRhoChlo1_chr_1_000470.1	Invertebrates	H3
iyRhoChlo1_chr_3_001218.1	Invertebrates	H3
iySelTumu1_chr_2_000330.1	Invertebrates	H3
iySelTumu1_chr_2_000331.1	Invertebrates	H3
iySelTumu1_chr_14_000036.1	Invertebrates	H3
iyStePhae1_chr_2_000495.1	Invertebrates	H3
iyStePhae1_chr_2_000494.1	Invertebrates	H3
iyStePhae1_chr_2_000309.1	Invertebrates	H3
iyTipFemo1_chr_5_000493.1	Invertebrates	H3
iyTipFemo1_chr_5_000494.1	Invertebrates	H3
iyVesVulg1_chr_1_000902.1	Invertebrates	H3
iyVesVulg1_chr_1_000901.1	Invertebrates	H3
iyVesVulg1_chr_1_000637.1	Invertebrates	H3
iyVulBima_ENA|OZ249104|OZ249104.1_000338.1	Invertebrates	H3
iyVulBima_ENA|OZ249105|OZ249105.1_000430.1	Invertebrates	H3
iyVulBima_ENA|OZ249105|OZ249105.1_000431.1	Invertebrates	H3
ilAgoAren1_chr_18_000445.1	Invertebrates	H3
ilAgoAren1_chr_26_000356.1	Invertebrates	H3
ilAgoAren1_chr_26_000351.1	Invertebrates	H3
ilBisBetu1_chr_13_000422.1	Invertebrates	H3
ilBisBetu1_chr_28_000104.1	Invertebrates	H3
ilBisBetu1_chr_28_000109.1	Invertebrates	H3
ilDeiPorc1_chr_1_000511.1	Invertebrates	H3
ilDeiPorc1_chr_1_000515.1	Invertebrates	H3
ilDeiPorc1_chr_1_000520.1	Invertebrates	H3
ilEmmMono1_chr_5_000730.1	Invertebrates	H3
ilEmmMono1_chr_5_000061.1	Invertebrates	H3
ilEmmMono1_chr_12_000051.1	Invertebrates	H3
ilHydMica1_chr_5_000487.1	Invertebrates	H3
ilHydMica1_chr_27_000039.1	Invertebrates	H3
ilHydMica1_chr_27_000370.1	Invertebrates	H3
ilMicArun2_chr_15_000331.1	Invertebrates	H3
ilMicArun2_chr_25_000118.1	Invertebrates	H3
ilMicArun2_chr_25_000119.1	Invertebrates	H3
ilNotUddm1_chr_8_000791.1	Invertebrates	H3
ilNotUddm1_chr_9_000559.1	Invertebrates	H3
ilNotUddm1_chr_25_000321.1	Invertebrates	H3
ilParAegt1_chr_7_000644.1	Invertebrates	H3
ilParAegt1_chr_14_000403.1	Invertebrates	H3
ilParAegt1_chr_26_000387.1	Invertebrates	H3
ilParStra1_chr_10_000520.1	Invertebrates	H3
ilParStra1_chr_28_000095.1	Invertebrates	H3
ilParStra1_chr_28_000098.1	Invertebrates	H3
ilPieNapi4_chr_17_000320.1	Invertebrates	H3
ilPieNapi4_chr_24_000206.1	Invertebrates	H3
ilPieNapi4_chr_24_000201.1	Invertebrates	H3
ilPyrMalv3_chr_2_000057.1	Invertebrates	H3
ilPyrMalv3_chr_27_000046.1	Invertebrates	H3
ilPyrMalv3_chr_27_000051.1	Invertebrates	H3
ilSesBemb1_chr_9_000057.1	Invertebrates	H3
ilSesBemb1_chr_27_000412.1	Invertebrates	H3
ilSesBemb1_chr_27_000407.1	Invertebrates	H3
ilThoDeci1_chr_7_000720.1	Invertebrates	H3
ilThoDeci1_chr_11_000595.1	Invertebrates	H3
ilThoDeci1_chr_16_000975.1	Invertebrates	H3
ilTinTrin1_chr_11_000038.1	Invertebrates	H3
ilTinTrin1_chr_27_000006.1	Invertebrates	H3
ilTinTrin1_chr_27_000011.1	Invertebrates	H3
ilWatBina1_chr_11_000368.1	Invertebrates	H3
ilWatBina1_chr_29_000256.1	Invertebrates	H3
ilWatBina1_chr_29_000251.1	Invertebrates	H3
ilYpsScab1_chr_7_000462.1	Invertebrates	H3
ilYpsScab1_chr_25_000745.1	Invertebrates	H3
ilYpsScab1_chr_25_000093.1	Invertebrates	H3
ilZeuPyri1_chr_9_000526.1	Invertebrates	H3
ilZeuPyri1_chr_27_000159.1	Invertebrates	H3
ilZeuPyri1_chr_27_000164.1	Invertebrates	H3
inChrCarn1_chr_3_001195.1	Invertebrates	H3
inChrCarn1_chr_X_001315.1	Invertebrates	H3
inChrCarn1_chr_X_001314.1	Invertebrates	H3
ioIscEleg1_chr_1_002121.1	Invertebrates	H3
ioIscEleg1_RAPID_14e1_000006.1	Invertebrates	H3
ioIscEleg1_RAPID_14e4_000001.1	Invertebrates	H3
ioPlaPenn1_chr_1_001839.1	Invertebrates	H3
ioPlaPenn1_SUPER_12_u15_000006.1	Invertebrates	H3
ioPlaPenn1_SUPER_12_u15_000009.1	Invertebrates	H3
ipIsoGram3_SUPER_6_000606.1	Invertebrates	H3
ipLeuNigr2_chr_4_001848.1	Invertebrates	H3
ipLeuNigr2_chr_10_000704.1	Invertebrates	H3
ipLeuNigr2_chr_10_000726.1	Invertebrates	H3
ipNemDubi1_chr_4_001109.1	Invertebrates	H3
ipNemPict2_chr_7_000214.1	Invertebrates	H3
ipNemPict2_chr_8_000919.1	Invertebrates	H3
ipNemPict2_chr_8_000071.1	Invertebrates	H3
iuLoeVari_ENA|OZ180000|OZ180000.1_000327.1	Invertebrates	H3
iuMesFusc_ENA|OX465381|OX465381.1_000852.1	Invertebrates	H3
iuPsoGibb_ENA|OZ020490|OZ020490.1_000935.1	Invertebrates	H3
iiGlyPell1_chr_12_000632.1	Invertebrates	H3
iiGlyPell1_chr_23_000025.1	Invertebrates	H3
iiGlyPell1_chr_23_000030.1	Invertebrates	H3
iiLimAuri_ENA|OX638399|OX638399.1_000087.1	Invertebrates	H3
iiLimAuri_ENA|OX638405|OX638405.1_000031.1	Invertebrates	H3
iiLimAuri_ENA|OX638411|OX638411.1_000025.1	Invertebrates	H3
iiLimLuna2_chr_5_002201.1	Invertebrates	H3
iiLimLuna2_chr_5_002199.1	Invertebrates	H3
iiLimLuna2_chr_5_002196.1	Invertebrates	H3
iiLimMarm1_chr_26_000375.1	Invertebrates	H3
iiLimMarm1_chr_27_000648.1	Invertebrates	H3
iiLimRhom1_chr_10_000623.1	Invertebrates	H3
iiLimRhom1_chr_20_001613.1	Invertebrates	H3
iiLimRhom1_chr_20_001607.1	Invertebrates	H3
jaDiaLine6_chr_1_002163.1	Invertebrates	H3
jaDiaLine6_chr_2_002745.1	Invertebrates	H3
jaDiaLine6_chr_2_002249.1	Invertebrates	H3
jaNemVect1_chr_12_000792.1	Invertebrates	H3
jaNemVect1_chr_12_000790.1	Invertebrates	H3
jaNemVect1_chr_12_000709.1	Invertebrates	H3
jaRicFlor1_SUPER_1_002258.1	Invertebrates	H3
jaRicFlor1_SUPER_2_001191.1	Invertebrates	H3
jaRicFlor1_SUPER_2_001219.1	Invertebrates	H3
jrHalOcto1_chr_2_001687.1	Invertebrates	H3
jrHalOcto1_chr_2_001685.1	Invertebrates	H3
jrHalOcto1_chr_4_001397.1	Invertebrates	H3
kaAplTurb1_chr_1_000706.1	Invertebrates	H3
kaAplTurb1_chr_15_000738.1	Invertebrates	H3
laAliPlan1_ENA_OY856409__004769.1	Viridiplantae	H3
laAliPlan1_ENA_OY856409__002131.1	Viridiplantae	H3
laAliPlan1_ENA_OY856409__004763.1	Viridiplantae	H3
laApoDist1_Chr2_005267.1	Viridiplantae	H3
laApoDist1_Chr2_001410.1	Viridiplantae	H3
laApoDist1_Chr3_000305.1	Viridiplantae	H3
laLemMinu1_ENA|OZ204785|OZ204785.1_000686.1	Viridiplantae	H3
laLemMinu1_ENA|OZ204787|OZ204787.1_000317.1	Viridiplantae	H3
laLemMinu1_ENA|OZ204789|OZ204789.1_000440.1	Viridiplantae	H3
laPotNata_ENA|OZ242052|OZ242052.1_000649.1	Viridiplantae	H3
laPotNata_ENA|OZ242053|OZ242053.1_002090.1	Viridiplantae	H3
laPotNata_ENA|OZ242053|OZ242053.1_002089.1	Viridiplantae	H3
laTriMari_ENA|OY821770|OY821770.1_001914.1	Viridiplantae	H3
laTriMari_ENA|OY821770|OY821770.1_000217.1	Viridiplantae	H3
laTriMari_ENA|OY821770|OY821770.1_001426.1	Viridiplantae	H3
ldNarOssi_ENA|OY986964|OY986964.1_002065.1	Viridiplantae	H3
ldNarOssi_ENA|OY986967|OY986967.1_001030.1	Viridiplantae	H3
ldNarOssi_ENA|OY986969|OY986969.1_001128.1	Viridiplantae	H3
lpBroSter1_ENA|OX465595|OX465595.1_006468.1	Viridiplantae	H3
lpBroSter1_ENA|OX465595|OX465595.1_004062.1	Viridiplantae	H3
lpBroSter1_ENA|OX465595|OX465595.1_004060.1	Viridiplantae	H3
lpCarDepa1_SUPER_3_000660.1	Viridiplantae	H3
lpCarDepa1_SUPER_4_000409.1	Viridiplantae	H3
lpCarDepa1_SUPER_9_000137.1	Viridiplantae	H3
lpCypFusc_ENA|OZ210602|OZ210602.1_000190.1	Viridiplantae	H3
lpCypFusc_ENA|OZ210602|OZ210602.1_000424.1	Viridiplantae	H3
lpCypFusc_ENA|OZ210602|OZ210602.1_000425.1	Viridiplantae	H3
lpDigSang_ENA|OZ156428|OZ156428.1_001130.1	Viridiplantae	H3
lpDigSang_ENA|OZ156428|OZ156428.1_001950.1	Viridiplantae	H3
lpDigSang_ENA|OZ156428|OZ156428.1_001953.1	Viridiplantae	H3
lpEleQuin_ENA|OZ060288|OZ060288.1_000745.1	Viridiplantae	H3
lpEleQuin_ENA|OZ060288|OZ060288.1_000496.1	Viridiplantae	H3
lpEleQuin_ENA|OZ060289|OZ060289.1_000745.1	Viridiplantae	H3
lpEriAngu_ENA|OZ259038|OZ259038.1_001299.1	Viridiplantae	H3
lpEriAngu_ENA|OZ259041|OZ259041.1_001099.1	Viridiplantae	H3
lpEriAngu_ENA|OZ259042|OZ259042.1_000506.1	Viridiplantae	H3
lpHieOdor1_odorata_Chr1_005690.1	Viridiplantae	H3
lpHieOdor1_odorata_Chr2_001564.1	Viridiplantae	H3
lpHieOdor1_odorata_Chr2_006160.1	Viridiplantae	H3
lpHorVulg1_vulgare_Chr1_001329.1	Viridiplantae	H3
lpHorVulg1_vulgare_Chr1_006340.1	Viridiplantae	H3
lpHorVulg1_vulgare_Chr1_006339.1	Viridiplantae	H3
lpJunBufo_ENA|OZ263683|OZ263683.1_000785.1	Viridiplantae	H3
lpJunBufo_ENA|OZ263688|OZ263688.1_000341.1	Viridiplantae	H3
lpJunBufo_ENA|OZ263690|OZ263690.1_000112.1	Viridiplantae	H3
lpJunEffu1_SUPER_4_000653.1	Viridiplantae	H3
lpJunEffu1_SUPER_4_001213.1	Viridiplantae	H3
lpJunEffu1_SUPER_7_001687.1	Viridiplantae	H3
lpJunSqua_ENA|OZ243988|OZ243988.1_000535.1	Viridiplantae	H3
lpJunSqua_ENA|OZ243989|OZ243989.1_000582.1	Viridiplantae	H3
lpJunSqua_ENA|OZ243990|OZ243990.1_000072.1	Viridiplantae	H3
lpLeeOryz_ENA|OZ228956|OZ228956.1_004043.1	Viridiplantae	H3
lpLeeOryz_ENA|OZ228957|OZ228957.1_001022.1	Viridiplantae	H3
lpLeeOryz_ENA|OZ228958|OZ228958.1_000685.1	Viridiplantae	H3
lpLuzPall_ENA|OZ187629|OZ187629.1_001699.1	Viridiplantae	H3
lpLuzPall_ENA|OZ187630|OZ187630.1_004371.1	Viridiplantae	H3
lpLuzPall_ENA|OZ187631|OZ187631.1_003277.1	Viridiplantae	H3
lpLuzSylv1_SUPER_1_001246.1	Viridiplantae	H3
lpLuzSylv1_SUPER_2_001938.1	Viridiplantae	H3
lpLuzSylv1_SUPER_2_002189.1	Viridiplantae	H3
lpPhlPrat_ENA|OZ273853|OZ273853.1_007016.1	Viridiplantae	H3
lpPhlPrat_ENA|OZ273853|OZ273853.1_007015.1	Viridiplantae	H3
lpPhlPrat_ENA|OZ273854|OZ273854.1_008768.1	Viridiplantae	H3
lpPhrAust1_SUPER_1_001425.1	Viridiplantae	H3
lpPhrAust1_SUPER_2_001429.1	Viridiplantae	H3
lpPhrAust1_SUPER_3_000879.1	Viridiplantae	H3
lpPoaChai_ENA|OZ173740|OZ173740.1_007083.1	Viridiplantae	H3
lpPoaChai_ENA|OZ173740|OZ173740.1_007079.1	Viridiplantae	H3
lpPoaChai_ENA|OZ173741|OZ173741.1_008089.1	Viridiplantae	H3
lpPolViri_ENA|OZ174307|OZ174307.1_008219.1	Viridiplantae	H3
lpPolViri_ENA|OZ174308|OZ174308.1_007429.1	Viridiplantae	H3
lpPolViri_ENA|OZ174308|OZ174308.1_001124.1	Viridiplantae	H3
lpSchLacu1_SUPER_2_001751.1	Viridiplantae	H3
lpSchLacu1_SUPER_2_000260.1	Viridiplantae	H3
lpSchLacu1_SUPER_3_001361.1	Viridiplantae	H3
lpSchTabe_ENA|OZ255970|OZ255970.1_001362.1	Viridiplantae	H3
lpSchTabe_ENA|OZ255970|OZ255970.1_000089.1	Viridiplantae	H3
lpSchTabe_ENA|OZ255970|OZ255970.1_000565.1	Viridiplantae	H3
lpSchTriq_ENA|OZ060260|OZ060260.1_001652.1	Viridiplantae	H3
lpSchTriq_ENA|OZ060260|OZ060260.1_000262.1	Viridiplantae	H3
lpSchTriq_ENA|OZ060261|OZ060261.1_001019.1	Viridiplantae	H3
lpSciSylv_ENA|OZ223708|OZ223708.1_001228.1	Viridiplantae	H3
lpSciSylv_ENA|OZ223714|OZ223714.1_000568.1	Viridiplantae	H3
lpSciSylv_ENA|OZ223715|OZ223715.1_000243.1	Viridiplantae	H3
lpSpaEmer_ENA|OZ243046|OZ243046.1_003230.1	Viridiplantae	H3
lpSpaEmer_ENA|OZ243046|OZ243046.1_002930.1	Viridiplantae	H3
lpSpaEmer_ENA|OZ243046|OZ243046.1_002195.1	Viridiplantae	H3
lpTriCesp_ENA|OZ238269|OZ238269.1_000261.1	Viridiplantae	H3
lpTriCesp_ENA|OZ238272|OZ238272.1_000548.1	Viridiplantae	H3
lpTriCesp_ENA|OZ238275|OZ238275.1_000481.1	Viridiplantae	H3
lsIriFoet1_GCA_964204905_chr_Chr1_000029.1	Viridiplantae	H3
lsIriFoet1_GCA_964204905_chr_Chr2_002668.1	Viridiplantae	H3
lsIriFoet1_GCA_964204905_chr_Chr2_001309.1	Viridiplantae	H3
mCanLor1_chr_1_000935.1	Vertebrates	H3
mCanLor1_chr_7_000168.1	Vertebrates	H3
mCanLor1_chr_9_000697.1	Vertebrates	H3
mCerEla1_chunk1_chr_5_000858.1	Vertebrates	H3
mCerEla1_chunk1_chr_7_000278.1	Vertebrates	H3
mCerEla1_chunk1_chr_7_000279.1	Vertebrates	H3
mDicBic1_chunk1_chr_1_000798.1	Vertebrates	H3
mDicBic1_chunk1_chr_4_000979.1	Vertebrates	H3
